MovieID,UserID,Rating
98,1874547,4
218,2269844,5
124,34907,3
77,1779903,4
83,2576424,4
68,230112,3
168,508727,3
188,1603525,3
153,172264,4
198,1182185,4
141,2275470,2
81,491531,5
234,1346432,4
198,1554712,5
63,1450941,5
115,1714116,3
226,2016488,4
154,1782762,4
104,1343170,5
107,2565752,4
53,435841,3
84,2242821,5
166,638824,5
122,2256485,1
134,101597,5
208,623036,5
120,1559445,5
33,1723381,5
230,1824586,4
126,2233105,4
94,682963,3
48,2529547,5
42,504620,2
148,1682104,4
214,16272,4
175,2491785,5
65,978412,5
17,2054145,3
110,2444240,3
204,547732,3
139,811790,5
54,31913,4
75,437111,4
158,640588,4
97,2625019,3
12,2605190,5
209,915,5
241,1430587,4
174,2544219,5
33,2603381,5
106,305344,1
228,2569099,1
123,2430356,4
128,885165,4
135,2380806,5
70,1512406,1
197,1774623,4
164,2226525,4
183,2537076,4
18,2060858,4
244,498469,5
121,68033,4
203,1819146,5
220,2088415,4
29,473070,5
125,1823641,5
234,1839976,2
4,14924,5
203,1852606,4
170,453694,5
55,921487,2
91,1022254,5
37,2464081,4
87,1228324,4
107,1563530,4
201,1181170,3
170,1357013,3
172,21722,4
83,288420,5
12,1739170,5
211,2584676,3
65,2013504,4
221,1245176,4
87,269524,3
75,661344,3
220,652324,3
29,2239213,3
82,863302,4
246,758850,4
191,1884755,2
214,544833,3
124,1562707,1
81,810700,5
117,837756,5
87,155164,4
24,493945,5
122,1565175,5
172,2005193,4
7,1605780,4
32,1294335,2
28,608576,4
24,659505,4
226,1604707,4
119,2630797,5
52,402266,5
95,752642,3
45,1906145,4
129,389872,2
30,1462866,2
199,1952116,4
242,54774,4
179,1776980,5
72,1494196,5
226,253794,5
215,1569513,3
90,596728,2
161,1107588,1
190,1133763,3
206,1398076,4
101,1178171,4
39,984369,3
10,2618594,4
111,1653834,4
7,2322840,3
102,2207647,4
65,1994111,4
2,1824044,4
109,2255037,3
216,2056022,3
125,1458179,4
248,1508350,4
180,1168571,5
226,766489,3
194,1424199,5
53,2054180,3
13,448902,5
91,1547173,3
71,1751103,4
206,121073,5
222,2609436,4
62,1398626,2
178,1311231,3
60,2279000,3
41,236921,5
55,2566259,5
114,758937,4
4,2260684,4
73,1190829,4
173,136106,3
248,344753,3
179,568930,5
99,206115,4
41,2390644,3
62,2078679,5
188,1682651,4
247,386915,4
10,972136,3
123,1806515,3
117,11589,3
186,2118461,5
213,444411,3
107,691108,4
201,332401,3
198,1278488,4
107,358776,4
1,387418,1
136,872408,4
198,646098,4
138,396595,5
141,1366860,4
70,1046882,3
97,470861,5
231,1455257,4
39,1274780,3
59,379184,4
242,1273630,4
68,492291,3
232,145873,3
38,1388284,5
240,712610,4
13,1116065,1
8,660499,1
24,1918987,4
86,1357894,3
173,190418,3
203,1060658,3
178,1443203,4
99,1772839,5
38,2385774,3
246,1059319,3
107,831775,4
168,881346,5
207,1066317,4
243,13651,3
144,208920,4
97,308753,5
141,2564257,3
166,565041,4
181,1602153,4
122,173930,4
244,202811,3
23,353369,3
207,1201176,4
189,2047577,3
178,685113,4
129,1686060,5
150,151004,5
191,2126192,3
211,1981464,4
149,1862581,4
23,1255780,5
235,1962300,3
104,1515355,3
111,1001779,4
46,2093105,3
137,1123959,3
121,1876297,5
134,1364481,4
226,998236,5
195,328415,3
152,1347129,4
168,1117062,4
36,1033930,3
120,45117,5
111,1005769,5
235,712609,4
148,740495,4
117,2497991,4
96,1017324,4
144,120491,5
56,1645794,4
205,1658790,3
155,2451020,4
69,1878798,4
44,1790903,4
113,1254683,1
220,874943,5
86,121456,4
72,1140108,4
59,515436,1
170,272689,5
120,1247177,3
87,263240,3
222,2539549,3
42,2565654,5
46,334701,3
169,42921,3
140,2011399,5
115,433945,5
124,2151149,4
204,1415954,2
110,1086360,3
96,2419258,4
204,2380848,5
88,1550216,1
202,596533,5
72,287901,5
243,188613,4
58,1654508,3
197,1313126,5
172,51334,4
52,2374451,4
124,2031093,4
210,548064,5
225,946102,5
218,1790158,4
139,1403184,3
140,1535440,4
225,1426604,4
133,1815755,5
184,2059652,4
100,1666394,3
50,1759415,4
199,1959936,5
97,998862,4
130,2625420,2
247,573975,3
16,392722,4
27,1401650,4
160,988104,3
75,977632,4
218,2557870,4
213,1793899,5
3,1340535,5
216,1888322,5
1,1283598,3
149,1784150,4
211,2271251,5
247,65932,3
146,1828884,5
122,1878728,4
29,1922778,3
62,1176404,4
211,2265116,3
123,1078701,4
167,1832577,4
177,748922,5
101,1013802,1
211,1131325,2
201,2244378,4
177,494639,2
4,636262,1
249,1903158,4
121,220427,4
26,2439493,1
182,2225116,4
10,1445632,5
176,2592823,4
215,1288603,5
74,2556926,3
247,1190070,4
215,1312846,3
9,2226229,3
196,1563935,1
7,69809,5
102,1349753,3
4,785768,3
165,426476,5
143,810636,4
64,468713,5
199,222290,4
56,349407,5
147,311232,2
211,2596999,4
129,1025601,5
241,1743759,4
96,2385553,5
212,1374216,1
79,526466,4
105,2648861,3
154,1210631,3
204,2314531,4
239,618272,1
136,2532807,3
9,412535,4
88,1315005,4
12,1358911,5
85,507603,1
213,1507649,5
163,845529,5
157,1479907,5
90,236271,2
225,2422676,3
247,1636093,5
119,995594,5
109,1664010,4
191,2431481,3
23,1980668,5
127,402321,4
169,1344564,3
41,1632603,3
134,2567280,3
189,1623166,3
209,521932,4
45,105086,5
170,2072554,5
108,2231529,3
233,2103439,2
184,261764,1
228,193476,5
100,1576540,4
217,1783594,5
88,503334,4
106,183903,5
205,2606799,1
66,1236127,4
14,2375962,3
141,2212071,3
242,1252841,3
3,247898,5
30,970975,3
112,305344,1
172,1581186,4
177,1129620,3
167,584750,3
39,11409,5
217,1875495,2
10,1403217,2
144,2147527,1
89,2418486,4
140,1476323,5
186,2345723,4
39,2640085,5
211,1803154,2
16,1251170,2
197,527491,4
154,391517,4
247,1398626,3
121,828919,5
244,196494,5
13,715897,5
103,268917,2
243,41422,4
113,1806515,3
176,2118461,4
64,387418,1
231,2019055,5
180,348960,1
79,1167731,4
150,2468831,5
208,219925,4
213,1025193,5
179,630887,5
14,1461435,1
74,1838586,1
218,1515430,3
240,1807053,5
150,1172326,5
21,1785842,3
234,803752,3
49,1581265,3
119,515436,1
137,1824543,4
59,1283204,3
135,1272122,5
21,1025579,4
218,712664,5
169,1331154,4
63,2632461,3
23,44937,5
209,656399,4
113,439011,1
38,1436762,3
242,1644750,3
154,2031561,4
215,616720,4
102,2467008,4
125,975874,5
163,701730,2
55,1614320,4
59,115498,3
110,931626,2
174,699878,4
91,1694958,3
59,66414,5
206,2519847,5
104,948069,3
84,67315,4
66,704249,4
126,454417,4
137,1995318,3
229,2158448,5
218,574843,5
22,714960,4
6,620771,2
4,253876,4
221,1632700,4
106,603277,3
125,79160,4
114,1859725,4
94,283774,5
160,1983667,2
170,2267507,4
224,1813349,4
154,2424721,3
85,1275804,4
150,1204327,4
190,2143489,1
115,672980,5
92,166100,4
128,2537764,5
184,1650301,2
195,553931,4
148,214166,3
229,6689,4
13,109089,5
204,1854303,1
124,525003,5
201,2312349,4
124,188416,3
201,2213550,4
200,24344,4
248,2344483,4
153,531155,4
117,1959707,3
64,2120279,5
155,1977959,4
95,21983,4
63,2173816,1
21,78931,5
50,2145227,4
22,2463079,3
28,1286051,3
194,958104,4
40,489962,3
56,2297863,4
235,958382,4
26,248932,4
55,1756658,3
36,2579794,4
127,1628475,4
201,206809,5
154,1333,4
183,445828,2
35,2079559,5
180,1007809,4
145,1562675,1
111,1477923,4
140,44783,3
228,52540,1
203,2436327,2
79,1830211,4
140,1857979,2
64,1198785,2
201,870391,2
23,2164676,4
172,1281996,4
113,1853885,4
60,2646060,3
45,709342,4
20,1195585,5
84,1319527,5
54,1478381,4
27,1658752,3
8,41371,5
142,1479793,3
139,1406148,3
165,2446687,5
101,968796,3
113,2266857,3
19,1456369,4
51,1078792,4
101,104768,5
229,372528,3
206,2240742,5
202,1401399,4
3,402377,4
183,51230,4
168,2229289,4
187,2554745,4
247,1710932,3
196,1355097,4
159,1231910,3
16,2599552,4
82,1394444,5
58,1094443,2
81,77266,2
38,153249,4
139,2590630,3
42,2596383,3
6,2601294,4
120,2623268,4
106,1756597,5
26,1673185,3
42,2611525,3
229,2013198,4
36,1704175,4
124,2186436,2
80,2252223,5
165,780282,4
227,203667,5
175,2338873,5
147,479779,4
220,1927897,5
114,719833,4
119,871489,5
185,968765,5
228,1057518,4
188,257517,4
203,2003554,4
165,2203875,4
155,2213289,5
106,2630072,3
174,1142291,4
146,1733188,4
104,1614895,4
129,1947922,2
132,1036823,3
72,786312,3
52,1197233,2
204,1100037,3
119,1130826,3
250,620147,5
164,1479047,4
64,1221390,4
149,2193643,5
31,544496,2
102,357507,3
209,976059,3
104,820624,4
173,924839,5
123,966255,4
132,108052,4
88,375319,4
208,309333,4
196,1599030,5
211,2443370,4
118,871580,3
72,311641,1
210,532382,4
192,2378011,5
126,946970,4
40,175763,4
210,619721,4
228,1248452,3
217,1863843,2
24,1915354,4
133,920625,2
4,1100170,4
173,1733406,4
206,755319,3
203,1743030,3
219,309567,2
120,2096587,5
138,345869,4
170,1544094,5
178,1022903,4
61,290951,4
189,1737484,4
230,183215,4
123,2065639,4
33,250836,3
217,2126122,4
248,1206452,4
148,2068821,3
49,1924939,4
155,1940163,4
43,1033433,2
144,1213801,3
237,1045221,1
203,253037,3
200,341954,2
182,697945,4
185,1115632,3
27,2103655,3
5,2495200,5
75,714550,4
15,979820,1
230,514312,3
227,2025577,3
67,1589677,4
181,425033,3
26,2352327,4
40,156078,5
216,851855,4
162,2441707,3
74,1278394,4
114,962955,2
172,811218,5
141,636475,3
167,1087412,4
135,410537,4
241,1586499,3
30,917063,4
32,1023101,3
46,2393306,4
54,788774,4
80,2586963,4
194,2368791,3
189,244266,3
98,2622138,1
38,793228,4
180,1283965,4
78,2135038,4
223,722006,4
100,1511683,1
192,1939663,4
208,1763372,3
80,1834472,3
15,209549,5
162,515850,5
200,1455472,2
84,2301782,4
51,770921,5
155,297498,5
109,386510,5
72,2494367,2
40,1607574,4
11,1594095,4
12,1124822,4
162,544022,3
191,1817216,2
164,1931698,2
140,569099,3
197,1771085,2
28,604949,4
204,213541,3
104,790920,3
183,2554707,4
164,376148,5
249,1689439,5
130,2485566,5
110,2232958,4
125,2267858,3
36,1956967,4
60,2494005,2
166,323148,3
203,2158065,4
167,2370268,4
185,2152838,5
37,1407746,3
93,1666581,4
216,871548,5
249,2385706,4
171,1969676,5
74,1927329,5
178,1938559,5
142,199769,4
146,2576108,1
183,162854,4
130,215406,5
104,2095263,4
108,556045,5
134,817851,4
27,2491399,2
40,1134816,4
164,660454,4
201,581199,4
68,1545189,4
88,1929487,3
59,528384,5
37,2646115,3
10,727242,1
146,883478,1
119,247940,4
131,369761,3
48,1065126,4
124,1101467,4
60,393413,3
212,478176,4
182,1369550,3
2,2428502,4
127,282525,4
233,2085230,4
229,282522,3
21,2246070,3
175,532649,3
52,1053903,2
86,1521266,3
212,2303969,4
171,2580481,2
59,2551806,5
223,1749903,4
5,2549926,5
187,781779,3
183,22853,4
18,1788346,1
87,1858421,4
130,354704,3
105,841137,5
168,475797,4
186,1876156,3
185,769670,4
178,1272379,1
47,2170930,1
87,788185,3
248,336990,3
194,2625746,2
196,2627825,3
25,109124,4
48,834128,3
188,113694,4
82,32555,2
1,592671,3
110,2618956,4
159,1871063,2
237,2437901,3
3,951568,3
34,1314869,2
105,1370323,4
248,475143,4
15,1618217,5
230,1547807,3
29,968759,3
239,2299121,1
20,477486,3
136,1307784,4
203,1234622,4
184,164845,1
52,1318399,4
199,2178924,4
96,1022046,5
24,962342,4
44,636262,1
181,334051,4
142,665242,2
222,701615,3
96,1304280,4
115,2237185,4
49,2175436,3
27,406221,3
162,1926750,5
137,257250,4
200,1281248,2
99,2128386,4
134,179647,5
165,1029943,3
134,786695,4
123,1532433,4
1,2316025,3
148,2506266,5
68,1130920,5
206,1928584,4
234,35770,5
45,1055670,2
60,1740800,5
150,254887,4
173,187322,4
193,2361606,5
27,118694,3
183,1878820,3
141,2391686,3
120,126899,3
18,2269450,3
124,2130480,5
132,1819462,1
138,1130533,3
26,178511,2
177,1649641,3
27,1630448,2
227,2439493,1
4,2160278,3
240,767139,4
207,1025764,3
106,964865,4
96,500867,3
25,294943,4
186,176054,1
22,1697078,2
165,2031917,3
224,1068821,4
136,120004,3
235,1367949,2
169,1205848,4
19,1386457,3
108,1252571,3
104,283935,3
57,137360,2
63,1204833,5
41,504593,4
66,2141351,4
188,1873737,5
72,388752,4
176,2601604,4
168,2609783,4
107,478484,4
36,148844,4
27,253394,5
33,705026,3
129,1634333,5
151,2040306,4
82,44402,4
165,2040110,3
131,2052691,3
134,187834,3
188,2340535,4
170,489033,1
147,2526250,3
210,561923,3
176,2092379,4
36,1998346,4
208,1144273,4
145,328674,3
246,47512,4
193,2159701,4
139,2069119,4
179,1241521,3
170,1616563,4
135,1095071,4
192,1105606,4
250,1806991,5
47,169126,5
54,1386030,4
200,238740,3
112,2083665,2
22,2491723,4
47,1045551,3
86,1873176,5
173,965528,4
68,593454,4
79,2291427,3
234,1182116,3
208,2245500,2
31,677213,4
152,1927891,4
85,1163795,4
46,2079661,3
250,828724,4
217,2560039,3
132,704538,4
184,1873379,4
105,277990,4
135,1052493,4
27,1945838,4
221,1770331,5
91,2584024,3
194,1654540,4
178,2419782,3
146,2068749,3
238,2331444,3
4,1150223,5
9,755056,2
52,1646880,4
112,1506586,3
142,2267950,4
72,1188701,4
224,2531820,4
230,1848973,5
195,1024854,3
83,50123,3
96,631945,4
20,1122977,3
112,1486636,3
220,1374830,4
148,630174,4
149,1068377,5
117,2070019,4
44,1146281,4
68,1136807,4
147,1931131,5
12,2043472,4
163,1276114,3
80,1950189,3
51,1046918,5
188,1320942,5
85,2091987,2
61,2523426,5
149,808635,3
182,1149883,4
236,908840,5
123,61765,4
214,565510,3
177,2592894,4
215,1528420,4
119,563607,4
219,66230,3
57,1598429,2
209,593167,3
173,1765182,4
132,2264426,5
232,2427632,3
228,698713,4
240,510719,4
6,521461,3
20,1399261,3
237,1902658,4
237,2455107,3
153,728801,4
215,2138332,4
17,1963179,3
177,1057394,3
82,1741962,3
204,2415330,4
207,2429036,4
24,212591,4
72,1200589,3
243,2385738,3
179,275639,4
236,1177340,4
161,1412189,5
93,799974,4
77,808966,4
132,640743,3
99,126083,3
204,755976,4
95,1210264,4
174,207781,4
56,1252629,4
242,1551753,3
218,380673,3
55,2552842,4
59,783779,4
96,2201544,4
192,1449353,3
242,528750,4
9,1931520,4
46,2258411,3
190,1797618,4
113,1489854,4
180,204178,4
10,2569181,4
110,1248503,4
23,2630979,4
221,2261427,3
236,2412908,2
204,2306157,5
171,952156,5
78,2282361,5
119,1698103,4
168,1903324,1
20,1387650,3
92,2322625,4
249,1542242,4
40,572124,4
111,2607695,4
123,2331728,3
241,222897,4
41,2159596,5
118,1270144,4
188,1012590,2
182,410618,2
31,2261134,3
190,1590745,3
49,1871017,5
14,818752,4
185,1048289,3
247,28995,4
7,1517590,4
55,1416480,3
61,2600868,3
151,650828,3
149,1606088,1
235,776473,4
182,1531396,4
235,2415196,3
25,573330,4
144,1471616,5
227,2197203,4
123,2369629,4
22,1404157,1
36,1427751,3
41,780687,4
136,115108,3
95,306622,5
133,1246260,3
17,1312336,4
55,664185,4
81,975911,4
113,132691,4
204,2564320,3
196,493009,3
59,766872,5
13,2176039,3
220,767052,3
197,1265961,4
150,2457095,1
68,1791461,4
7,2353520,4
80,1760074,4
211,277837,2
29,2573212,3
142,1460897,4
26,1828803,3
9,133322,4
207,596255,1
241,170874,4
232,2370423,4
232,939186,3
135,1208920,3
191,1766721,5
69,1218004,4
135,2596745,4
5,745661,2
190,2235676,4
22,1446775,4
94,2141037,5
131,660962,4
47,1346995,5
127,1982434,3
88,2421781,3
242,1148318,4
204,769824,4
176,499971,5
248,1105029,3
220,1611056,3
34,789530,5
203,1742530,4
35,1437916,4
222,226609,5
46,2380272,4
111,2261864,4
242,1868998,5
155,2538387,3
149,188104,3
29,1114552,3
95,2323050,3
89,253900,5
112,1816177,5
210,2427438,4
181,528343,3
39,163515,4
173,974525,3
118,2206130,4
81,2309882,4
41,1787324,5
69,1764923,4
103,1215094,4
135,2589029,3
191,344444,3
224,1301832,4
104,87664,3
36,192539,4
20,1426472,4
144,1614939,3
58,2369855,4
5,522534,2
119,1098735,2
66,1262754,4
74,761585,4
218,1560333,4
129,1204995,3
7,1327359,3
173,2013314,4
144,130968,4
159,364140,4
118,2632269,5
169,494633,4
194,1500112,4
68,1599561,4
148,1316434,4
4,2515053,3
6,1171843,5
128,234141,2
128,1668888,5
235,968745,3
203,546933,4
54,1392235,4
59,6384,3
48,745706,3
57,608018,5
24,1674012,3
158,2494445,3
144,1076614,3
22,2189341,3
4,749164,4
94,2616210,2
158,307313,5
43,2496050,4
52,299857,3
104,967839,2
136,919805,4
65,282268,4
8,2053378,3
45,1774181,4
206,1533440,4
61,2541654,3
1,237824,3
7,1080789,3
21,2604320,5
36,6510,3
192,414045,5
232,81036,4
102,1187347,2
142,2163577,3
64,936199,3
120,747695,4
53,787391,4
123,2320915,4
200,2578149,3
204,2343458,5
212,2163341,4
60,2629551,5
149,1888597,4
182,313158,5
165,2641668,4
199,1917839,3
199,504296,3
66,2431172,5
227,1994646,4
101,46360,5
104,173571,5
120,1080008,3
98,1085488,4
37,1731912,4
81,1527679,4
143,1434479,5
81,2311464,3
240,1394194,3
69,2430230,5
73,330329,5
209,525648,4
53,1529214,3
122,952748,4
96,1031887,4
42,2354593,2
152,341649,3
248,2476384,3
219,595870,1
16,618288,5
126,592281,3
66,1174779,4
66,2146656,1
86,1813526,5
120,41947,3
66,532710,3
122,502145,4
17,1578883,5
13,1722588,5
37,2335640,3
179,1214640,3
210,174107,4
29,1580424,4
250,1566551,4
50,718211,4
45,986066,3
206,1139969,3
170,2464102,5
63,1800842,5
121,1321352,4
136,1507034,3
179,1591987,3
243,1830000,5
205,106442,2
35,285765,4
59,235124,4
72,2012052,5
59,1180049,3
147,620063,5
132,2552319,3
42,2235548,2
237,634604,5
23,820357,5
105,657582,4
123,2334738,5
52,1053090,4
84,1606520,3
199,46567,4
56,303270,2
222,1388915,4
174,470596,3
116,1969536,5
139,1541638,4
190,2588486,3
128,214262,3
142,701692,3
147,10996,2
217,2054241,4
9,1343649,4
151,1973244,4
53,659526,4
121,842962,4
101,2243988,4
112,2639813,3
63,1255155,4
200,2359486,4
58,1767741,4
168,975790,4
105,694149,3
138,1650580,4
221,2168594,3
90,2476740,4
67,382660,4
51,1364733,5
228,2118126,2
28,1799047,3
219,895914,3
113,1241999,4
187,1209934,4
37,945888,4
55,1007254,4
51,336842,4
21,1948594,4
246,1982967,2
119,2510089,4
40,957941,3
144,1444657,4
159,213486,4
99,969759,5
42,788698,3
56,2078462,3
129,2381019,5
19,931055,3
10,1684416,4
94,2357357,2
48,1664010,5
180,1573289,4
20,577547,5
34,939840,3
83,601868,4
248,1434651,3
214,1096430,2
67,586741,3
241,1043428,2
218,822575,4
30,2567000,2
12,907023,4
2,1924500,2
221,134288,3
2,1662102,4
131,2249828,3
123,2424335,3
84,1071305,4
166,556534,3
248,2180134,5
68,1361124,5
28,576990,1
10,2446163,3
162,317848,4
190,937412,5
138,1968068,4
102,395098,2
191,1523143,5
179,1872926,3
206,1735700,4
211,1524620,3
76,212652,5
128,1207990,4
50,2007573,4
233,2363785,4
160,1582905,5
213,480206,4
187,1583947,4
37,2121501,5
160,1808876,4
54,2045112,1
166,791029,3
10,122302,5
231,1648933,4
156,517794,4
250,2263838,4
59,105322,2
8,1598669,3
161,599635,4
238,689205,4
185,1114669,3
93,2088375,3
137,1838839,3
10,373441,5
4,918187,5
112,1241131,5
190,2535238,4
208,2490563,3
123,2130988,5
198,1304156,3
74,1249592,4
78,2140261,2
33,773165,4
151,1610234,1
184,594196,5
246,853383,4
56,592455,2
205,1730699,4
14,2456574,4
117,2477231,4
92,1679973,3
13,877394,4
167,606570,4
241,2490049,3
241,552356,3
97,127911,2
178,1419705,4
206,963611,4
95,1189199,3
113,1925002,4
227,873713,1
3,2325455,4
187,1645664,1
113,2318004,4
172,1107183,5
85,2296192,4
38,734381,5
71,25049,4
221,2050199,3
174,360757,3
217,580784,3
82,286684,3
134,273641,3
24,2318471,3
241,400785,3
162,1071088,4
189,1887644,4
239,1825647,4
49,2028133,4
202,1982293,5
123,818615,4
240,2142951,4
8,1848868,4
10,2573391,3
79,1309777,4
241,40112,4
145,2385945,3
185,1627242,4
172,500866,4
123,271028,4
190,691212,4
164,675111,3
102,177615,4
234,2387369,4
228,2212303,3
120,1897386,3
152,396140,4
52,1822608,3
150,1190391,5
156,1502301,4
176,966716,5
175,1901682,4
44,2360612,4
66,289419,5
130,1508115,4
113,1300105,3
29,2638972,4
22,565401,5
26,950631,3
18,250597,4
243,2011181,4
98,238130,3
121,318409,2
86,2546859,3
208,799810,2
184,1998128,4
187,1824009,5
104,2625471,4
232,2382844,5
120,2460844,3
118,2532041,4
69,2303590,3
127,771637,3
162,1196471,5
54,252818,4
101,2072907,4
103,191678,5
1,368786,3
47,1935793,1
117,2127528,5
22,14035,5
80,2509302,5
31,2393981,4
76,2506048,4
187,2253090,3
61,2440601,4
180,2182390,4
137,2219240,3
188,759509,2
213,1753949,3
13,2616793,5
189,1279413,5
163,1961586,4
138,1788052,5
47,2623717,4
5,446889,3
14,780253,2
111,2113709,4
109,66852,3
89,707012,5
122,2315555,3
17,483380,4
63,1940324,4
79,916101,2
56,377975,3
115,2620317,4
102,1204665,4
103,53663,3
177,1255507,4
214,332805,4
228,349821,4
72,1739440,4
195,1431663,4
213,1708442,4
246,1011106,4
77,1904916,4
40,859412,5
46,1663717,3
76,168939,5
159,2568375,4
179,1001461,3
217,693162,3
134,2306557,4
243,1425295,3
213,2319412,5
246,2171387,5
167,5225,4
168,2541854,5
112,797889,4
234,1667341,4
168,1168312,4
128,679042,4
86,2349577,4
188,854949,4
171,2291306,2
75,2310747,4
105,282736,4
15,2498387,3
140,244062,3
120,1788839,4
208,2470497,4
96,2001318,4
173,340279,4
19,1672270,3
130,300962,5
114,1114714,4
142,1717162,2
233,2046267,3
195,902495,5
42,824980,2
208,427346,4
39,531125,1
80,2178437,4
91,423402,3
104,939439,4
12,2216837,4
30,195008,4
160,1477176,3
80,2550711,3
56,2394410,3
172,673040,3
221,653682,3
125,458859,4
14,1765372,4
136,850959,4
189,171881,5
132,333257,4
250,513050,3
240,2397497,5
19,718564,3
201,565962,5
6,1746477,4
193,1967585,3
74,1600170,3
145,1432546,4
172,1409864,5
172,542345,4
43,1972244,3
82,1912781,5
112,1699645,4
8,815695,4
239,320972,5
151,1662883,3
111,1269998,3
46,1520403,4
17,2253583,3
186,1113667,4
77,513930,3
42,1055669,5
228,382405,4
105,1424177,5
107,1341822,3
114,186973,5
150,1377693,5
214,2340579,3
172,1514528,4
150,465276,5
56,1233239,5
13,450285,4
229,2567571,1
18,2646591,4
165,323983,4
176,1988071,5
37,2176634,4
207,2002948,3
250,1448818,3
171,273047,2
36,1560653,4
164,1240730,4
104,1528767,4
67,1957291,2
68,2331421,4
92,1317671,3
239,356515,3
191,1907559,3
188,2133574,3
3,1264021,4
77,831364,5
84,1254363,4
152,384821,4
151,2625327,3
116,821727,4
166,1218968,3
184,204104,5
224,1591925,4
98,442911,3
42,2153128,3
211,2131774,2
104,1139925,5
107,91245,4
196,2089599,1
233,752702,1
64,86901,4
39,2059660,5
74,588344,5
